담당자 이름,부서명,제목,등록일,전화번호,조회수,URL
임현정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역('23년 5월 말 기준),2023-06-12,02)2100-6089,393,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704985
심혜경,법무감사담당관,여성가족부 비영리법인 및 민간단체 현황(2023.5.31 기준),2023-05-31,02)2100-6094,546,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704984
노유정,혁신행정담당관,2022년 자체평가 행정관리역량부문 운영실태 점검결과,2023-05-30,02)2100-6086,404,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704983
임현정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역('23년 4월 말 기준),2023-05-15,02)2100-6088,423,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704982
심혜경,법무감사담당관,여성가족부 고문변호사 현황,2023-04-26,02)2100-6094,539,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704975
노유정,혁신행정담당관,2023년도 성과관리 시행계획,2023-04-17,02)2100-6086,587,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704981
노유정,혁신행정담당관,2023년도 자체평가 계획,2023-04-17,02)2100-6086,532,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704980
임현정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역('23년 3월 말 기준),2023-04-05,02)2100-6088,475,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704979
심혜경,법무감사담당관,여성가족부 비영리법인 및 민간단체 현황(20230321),2023-03-21,02)2100-6094,649,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704978
심혜경,법무감사담당관,2023년 기존규제 정비계획,2023-03-20,02)2100-6094,482,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704977
심혜경,법무감사담당관,2022년 규제정비 추진실적,2023-03-20,02)2100-6094,456,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704976
이수빈,법무감사담당관,2023년 감사업무 추진계획,2023-03-20,02)2100-6096,519,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704974
허은아,정보통계담당관,여성가족부 국가승인통계 현황('23년 2월말 기준),2023-03-15,02)2100-6130,552,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704973
임현정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2023.2월 말 기준),2023-03-13,02)2100-6089,479,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704971
임현정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2023.1월 말 기준),2023-02-14,02)2100-6089,521,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704970
노유정,혁신행정담당관,2022년 여성가족부 자체평가 결과,2023-02-13,02)2100-6086,648,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704969
권은미,기획재정담당관,대통령 업무보고,2023-02-13,02-2100-6064,2177,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=49
강영재,운영지원과,정보공개 처리현황,2023-02-03,02-2100-6053,955,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704822
홍승우,기획재정담당관,2023년도 세입 및 세출 사업설명자료,2023-01-31,02)2100-6072,696,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704968
홍승우,기획재정담당관,2023년도 예산 및 기금운용계획 개요,2023-01-31,02)2100-6072,970,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704967
임현정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2022.12월 말 기준),2023-01-06,02)2100-6089,603,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704966
신은영,운영지원과,2022년도 비공개기록물 공개재분류 결과,2022-12-29,02)2100-6048,542,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704965
임현정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2022.11월 말 기준),2022-12-05,02)2100-6089,602,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704964
추정민,기획재정담당관,예산 및 기금 결산 개요(2021),2022-12-01,02)2100-6073,669,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704963
탁은정,운영지원과,여성가족부 결산보고서,2022-12-01,02-2100-6054,2968,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704761
허은아,정보통계담당관,여성가족부 국가승인통계 현황('22년 10월말 기준),2022-11-28,02)2100-6130,620,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704962
임현정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2022년 10월 말 기준),2022-11-24,02)2100-6089,569,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704961
임현정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2022년 9월 말 기준),2022-10-25,02)2100-6089,621,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704960
이수빈,법무감사담당관,2022년 한국청소년활동진흥원 종합감사 결과,2022-09-22,02)2100-6096,782,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704959
임현정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2022년 8월 말 기준),2022-09-14,02)2100-6089,669,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704958
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2022년 7월 말 기준),2022-08-16,02)2100-6084,753,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704956
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2022년 6월 말 기준),2022-07-11,02)2100-6084,688,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704955
정성건,운영지원과,공용차량 정수 및 운영현황(`22년),2022-06-27,02)2100-6049,682,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704954
임재훈,법무감사담당관,2022년 규제개혁 추진 계획,2022-06-21,02)2100-6218,720,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704953
임재훈,법무감사담당관,2021년 규제개혁 추진실적,2022-06-21,02)2100-6218,676,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704952
임재훈,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황,2022-06-21,02)2100-6218,1258,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704951
허은아,정보통계담당관,여성가족부 국가승인통계 현황('22년 5월말 기준),2022-06-15,02)2100-6130,704,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704950
강단비,혁신행정담당관,여성가족부 직제관련 정보,2022-06-15,02-2100-6082,691,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704949
임현정,혁신행정담당관,산하 공공기관 현황,2022-06-15,02-2100-6089,849,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704948
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2022년 5월 말 기준),2022-06-14,02)2100-6084,578,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704947
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2022년 4월 말 기준),2022-05-06,02)2100-6084,585,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704946
이설,혁신행정담당관,2021년 자체평가 행정관리역량평가 운영실태 점검보고서,2022-04-18,02)2100-6086,617,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704944
노유정,혁신행정담당관,2022년 여성가족부 자체평가 계획,2022-04-12,02)2100-6086,709,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704943
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2022년 3월 말 기준),2022-04-06,02)2100-6084,598,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704942
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2022년 2월 말 기준),2022-03-17,02)2100-6084,594,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704941
이설,혁신행정담당관,2021년 여성가족부 자체평가 결과,2022-03-10,02-2100-6086,754,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704940
이수빈,법무감사담당관,2021년 한국양성평등교육진흥원 종합감사 결과,2022-03-07,02)2100-6096,634,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704938
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2022년 1월 말 기준),2022-02-09,02)2100-6084,621,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704937
이정희,기획재정담당관,2022년 예산 및 기금운용계획 개요,2022-01-28,02)2100-6072,1407,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704936
이정희,기획재정담당관,2022년 예산 및 기금운용계획 사업설명자료,2022-01-28,02)2100-6072,2274,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704935
이수빈,법무감사담당관,2022년 감사업무 추진계획,2022-01-20,02)2100-6096,657,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704934
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2021년 12월 말 기준),2021-12-30,02)2100-6084,752,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704933
송민정,정보통계담당관,여성가족부 국가승인통계 현황('21년 12월 20일 기준),2021-12-20,02)2100-6129,720,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704932
정경수,기획재정담당관,예산 및 기금결산 사업설명자료,2021-12-16,02-2100-6073,2736,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=54
정경수,기획재정담당관,예산 및 기금결산 개요,2021-12-16,02-2100-6073,2600,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=53
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2021년 11월 말 기준),2021-12-09,02)2100-6084,595,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704931
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2021년 10월 말 기준),2021-11-05,02)2100-6084,605,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704930
임재훈,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황,2021-10-12,02)2100-6218,1184,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704928
이수빈,법무감사담당관,2021년 한국여성인권진흥원 특정감사 결과,2021-10-08,02)2100-6096,584,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704927
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2021년 9월 말 기준),2021-10-07,02)2100-6084,589,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704922
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2021년 8월 말 기준),2021-09-07,02)2100-6084,698,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704921
곽민희,장관실,기관장 주요 일정 공개,2021-08-30,02-2100-6006,568,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704920
임재훈,법무감사담당관,2021년 규제정비 계획,2021-08-30,02)2100-6218,674,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704919
임재훈,법무감사담당관,2020년 규제정비 실적 ,2021-08-30,02)2100-6218,661,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704918
김태형,정보통계담당관,국가승인통계 현황,2021-08-24,02)2100-6125,629,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704917
이수빈,법무감사담당관,2021년 한국여성인권진흥원 종합감사 결과,2021-08-18,02)2100-6096,628,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704926
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2021년 7월 말 기준),2021-08-06,02)2100-6084,739,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704916
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2021년 6월 말 기준),2021-07-07,02)2100-6084,870,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704915
임재훈,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황(2021.6.10 기준),2021-07-05,02)2100-6218,984,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704914
이수빈,법무감사담당관,여성가족부 감사규정(여성가족부훈령 제159호),2021-07-02,02)2100-6096,997,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704830
고은정,국제협력담당관,유엔 여성차별철폐협약(CEDAW) 제8차 국가이행보고서 관련 자료,2021-06-18,02)2100-6106  ,907,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704912
고은정,국제협력담당관,유엔 여성차별철폐협약(CEDAW) 제7차 국가이행보고서 관련 자료,2021-06-18,02)2100-6106  ,732,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704911
고은정,국제협력담당관,"유엔 여성차별철폐협약(CEDAW) 제5, 6차 국가이행보고서 관련 자료",2021-06-18,02)2100-6106  ,659,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704910
고은정,국제협력담당관,"유엔 여성차별철폐협약(CEDAW) 제3, 4차 국가이행보고서 관련 자료",2021-06-18,02)2100-6106  ,621,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704909
고은정,국제협력담당관,유엔 여성차별철폐협약(CEDAW) 제2차 국가이행보고서 관련 자료 ,2021-06-18,02)2100-6106  ,637,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704908
고은정,국제협력담당관,유엔 여성차별철폐협약(CEDAW) 제1차 국가이행보고서 관련 자료,2021-06-18,02)2100-6106  ,593,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704907
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2021년 5월말 기준),2021-06-14,02)2100-6084,619,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704906
박상현,운영지원과,공용차량 정수 및 운영현황(`21년),2021-06-01,02)2100-6049,767,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704891
이수빈,법무감사담당관,한국청소년상담복지개발원 특정감사 결과,2021-05-10,02)2100-6096,630,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704925
이준호,기획재정담당관,문재인정부 4년 성과자료집 ,2021-05-10,02)2100-6062,1115,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704905
노유정,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2021년 4월말 기준),2021-05-07,02-2100-6084,752,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704904
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2021년 3월말 기준),2021-04-15,02)2100-6084,701,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704902
이은정,혁신행정담당관,2020년 자체평가 결과보고서,2021-04-14,02)2100-6086,1226,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704900
이설,혁신행정담당관,2021년 여성가족부 자체평가 계획,2021-04-14,02)2100-6086,1158,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704899
이은정,혁신행정담당관,2020년 중앙행정기관 성과관리 자체평가(행정관리 역량부문) 운영실태 점검결과,2021-04-14,02)2100-6086,663,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704898
이은정,혁신행정담당관,2020년 중앙행정기관 성과관리 자체평가(주요정책 부문) 운영실태 점검결과,2021-04-14,02)2100-6086,504,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704897
이설,혁신행정담당관,여성가족부 직제관련 정보,2021-03-30,02)2100-6084,715,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704896
이수빈,법무감사담당관,2020년 한국청소년상담복지개발원 종합감사 결과,2021-03-19,02)2100-6096,619,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704924
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2021년 2월말 기준),2021-03-05,02)2100-6084,789,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704895
임재훈,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황(2021.2.22 기준),2021-03-04,02)2100-6218,2174,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704894
이수빈,법무감사담당관,온라인 홍보사업 특정감사 결과,2021-03-02,02)2100-6096,585,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704923
이수빈,법무감사담당관,2021년 감사업무 추진계획 ,2021-03-02,02)2100-6096,724,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704893
이설,혁신행정담당관,산하공공기관 현황(2021년 2월말 기준),2021-02-26,02)2100-6084,777,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704892
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2021년 1월말 기준),2021-02-10,02)2100-6084,691,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704890
임재훈,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황(2020.11.24 기준) ,2021-02-01,02)2100-6218,994,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704889
허소정,기획재정담당관,2021년 예산 및 기금운용계획 사업설명자료(개요 포함),2021-01-24,02)2100-6072,1572,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704887
허소정,기획재정담당관,2021년 예산 및 기금운용계획 개요(사업설명자료 포함),2021-01-24,02)2100-6072,1102,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704886
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2020년 12월말 기준),2021-01-05,02)2100-6084,858,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704884
신은영,운영지원과,2020년도 비공개기록물 공개재분류 결과,2020-12-28,02)2100-6048,688,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704885
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2020년 11월말 기준),2020-12-15,02)2100-6084,715,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704883
이설,혁신행정담당관,여성가족부 위임전결 규정,2020-12-09,02-2100-6084,1484,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=146
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역 (2020년 10월말 기준),2020-11-10,02)2100-6084,708,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704882
이수빈,법무감사담당관,2020년 한국청소년활동진흥원 특정감사 결과,2020-10-29,02)2100-6096,867,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704881
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역 (2020년 9월말 기준),2020-10-08,02)2100-6084,807,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704880
박상현,운영지원과,공용차량 정수 및 운영현황,2020-10-07,02)2100-6049,992,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704849
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역 (2020년 8월말 기준),2020-09-10,02)2100-6084,798,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704879
이연희,운영지원과,기술평가결과,2020-08-31,02-2100-6052,779,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704716
담당자,부서공통,법령자료 (훈령·예규·고시),2020-08-31,02-2100-6094,1210,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704714
담당자,부서공통,법령자료(현행 법령),2020-08-31,02-2100-6094,705,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704713
담당자,부서공통,법령자료 (입법·행정 예고),2020-08-28,02-2100-6094,741,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704712
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역 (2020년 7월말 기준),2020-08-11,02)2100-6084,826,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704878
임재훈,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황(2020.8.3 기준) ,2020-08-03,02)2100-6218,1040,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704877
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2020년 6월말 기준),2020-07-09,02)2100-6084,918,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704876
이수빈,법무감사담당관,2020년도 한국청소년활동진흥원(중앙수련원) 감사결과,2020-07-06,02)2100-6096,851,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704875
이연희,운영지원과,계약현황,2020-06-23,02-2100-6052,1459,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=125
손미호,운영지원과,기관 해외 출장 보고서,2020-06-22,02-2100-6036,1492,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=128
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2020년 5월말 기준),2020-06-11,02)2100-6084,815,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704874
손의옥,운영지원과,채용계획,2020-06-09,02-2100-6042,1467,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=141
최혜진,혁신행정담당관,2019년 여성가족부 자체평가 결과,2020-06-02,02-2100-6086,1213,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704873
최혜진,혁신행정담당관,2020년도 자체평가 계획,2020-06-02,02-2100-6086,803,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704872
조은정,운영지원과,정보목록,2020-06-01,02-2100-6053,953,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=140
임재훈,법무감사담당관,규제개혁 추진계획,2020-05-28,02)2100-6218,601,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704869
임재훈,법무감사담당관,규제개혁 추진실적,2020-05-28,02)2100-6218,616,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704868
임재훈,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황(2020.5.19 기준),2020-05-28,02)2100-6218,754,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704867
허은아,정보통계담당관,여성가족부 국가승인통계 현황 ('20년 5.27일 기준) ,2020-05-28,02-2100-6130,867,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704848
우희정,운영지원과,장.차관 업무추진비 집행내역 ,2020-05-20,02)2100-6054,821,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704827
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2020년 4월말 기준),2020-05-12,02-2100-6084,673,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704865
이설,혁신행정담당관,여성가족부 소관,2020-05-12,02)2100-6084,624,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704864
김경희,운영지원과,상품권 구매 및 사용내역,2020-04-28,02-2100-6050,741,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704717
담당자,부서공통,실국장 업무추진비 집행내역,2020-04-20,02-2100-6000,506,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704863
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2020년 3월말 기준),2020-04-13,02)2100-6084,795,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704861
최혜진,혁신행정담당관,2019년 자체평가 행정관리역량평가 운영실태 점검보고서,2020-04-09,02)2100-6086,821,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704888
박진영,홍보담당관,해명자료,2020-04-01,02-2100-6028,1136,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=208
이보라,홍보담당관,정책뉴스,2020-04-01,02-2100-6028,943,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=207
박진영,홍보담당관,보도자료,2020-04-01,02-2100-6028,1697,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=206
